,Whiskey,Review,Score,Category,Reviewer,Price,Date,Alcohol,Age,finish,finish,fruit,note,sweet,oak,palat,spice,nose,vanilla,dri,year,chocol,old,smoke,sherri,malt,caramel,honey,hint,orang,toffe,pepper,matur,flavor,cinnamon,spici,peat,age,balanc,appl,soft,long,whiskey,releas,light,ginger,rich,citru,dark,water,complex,fresh,aroma,rye,wood,black,fruiti,express,creami,leather,lemon,candi,slightli,blend,peach,singl,ripe,new,subtl,cherri,red,floral,clean,nut,clove,sugar,mint,warm,licoric,smoki,white,milk,polish,almond,grain,mix,gentl,syrup,raisin,tobacco,coconut,hot,linger,textur,nutti,color,littl,peel,nutmeg,toast,bitter,cocoa,cream,green,corn,barley,earthi,develop,pineappl,smooth,pear,well,bake,berri,mouth,wine,follow,salt,oili,medium,brine,fudg,strength,roast,come,charact,big,great,delic,apricot,malti,also,pepperi,love,exclus,banana,full,tropic,emerg,tea,deep,fig,vintag,bodi,much,dram,bright,port,mapl,pie,coffe,domin,best,enjoy,ice,tannin,lengthi,oloroso,depth,fragrant,lush,butterscotch,cake,raspberri,powder,start,golden,eleg,end,tongu,open,differ,silki,spirit,orchard,gold,butt,background,mola,young,beauti,last,mouthfeel,sooth,lime,hogshead,melon,seawe
867,wemyss malts distilled glenrothes 1988 aromatic orange tobacco,"['highli', 'fragrant', 'citric', 'mix', 'dri', 'sweet', 'orang', 'peel', 'moist', 'sultana', 'fruitcak', 'lightli', 'malti', 'gentl', 'nuanc', 'fruit', 'syrup', 'pretti', 'eleg', 'mouth', 'thereâ', 'orang', 'barley', 'water', 'mint', 'crystal', 'ginger', 'top', 'thick', 'honey', 'deliveri', 'classic', 'âroth', 'sweet', 'spice', 'come', 'drop', 'two', 'water', 'need', 'recommend', 'â117']",88,single malt scotch,dave broom,188.0,2014,46,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,port askaig 8 year old,"['addit', 'port', 'askaig', 'rang', 'present', 'natur', 'color', 'without', 'chill', 'filtrat', 'matur', 'refil', 'american', 'oak', 'cask', 'nose', 'present', 'light', 'peat', 'ozon', 'faint', 'medicin', 'note', 'becom', 'saltier', 'spicier', 'time', 'brace', 'woodsmok', 'kipper', 'grapefruit', 'lime', 'palat', 'finish', 'sweet', 'reced', 'smoke']",88,single malt scotch,gavin smith,65.0,2018,45,8,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
869,port askaig 10th anniversary,"['lemon', 'juic', 'tide', 'pool', 'roast', 'pork', 'peat', 'ember', 'mingl', 'nose', 'smoki', 'toffe', 'time', 'peach', 'slice', 'syrup', 'woodsmok', 'palat', 'butteri', 'smoke', 'fish', 'lot', 'energet', 'spice', 'finish', 'fruiti', 'anise', 'linger', 'spice']",88,single malt scotch,gavin smith,100.0,2019,55,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,whisky exchange elements islay kh1 distilled kilchoman,"['youâd', 'hardi', 'expect', 'kilchoman', 'abl', 'spare', 'cask', 'independ', 'bottl', 'somehow', 'tweâ', 'sukhind', 'singh', 'persuad', 'anthoni', 'part', 'one', 'preciou', 'babi', 'exhibit', 'classic', 'kilchoman', 'note', 'clove', 'fresh', 'scallop', 'back', 'subtl', 'peat', 'chamomil', 'lint', 'water', 'typic', 'young', 'peati', 'aroma', 'rubber', 'develop', 'drink', 'neat', 'show', 'huge', 'potenti', 'distilleri', 'â50', '500', 'ml']",88,single malt scotch,dave broom,8000.0,2012,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
871,kilchoman fãis ãœle 2016 bottling distilled 2007,"['singl', 'oloroso', 'cask', 'bottl', 'interest', 'comparison', 'loch', 'gorm', 'see', 'cask', 'influenc', 'plummi', 'fruit', 'fig', 'roll', 'medjool', 'date', 'smoke', 'restrain', 'foggi', 'allow', 'seashor', 'breez', 'come', 'palat', 'revers', 'thi', 'smoke', 'roll', 'first', 'soft', 'dark', 'sweet', 'fruit', 'treacl', 'garam', 'masala', 'tannin', 'soft', 'kilchoman', 'heft', '637', 'bottl', 'â90']",88,single malt scotch,dave broom,117.0,2016,56,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,kilchoman red wine cask matured,"['distil', 'age', 'cask', 'sourc', 'douro', 'valley', 'portug', 'quit', 'retic', 'earli', 'nose', 'develop', 'strawberri', 'vanilla', 'custard', 'new', 'oak', 'subtl', 'smoke', 'palat', 'offer', 'smoki', 'red', 'wine', 'note', 'ashi', 'peat', 'spice', 'tingl', 'black', 'pepper', 'becom', 'appar', 'sweet', 'cherri', 'fruiti', 'linger', 'rel', 'long', 'finish', 'prickli', 'spice']",88,single malt scotch,gavin smith,125.0,2018,50,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,glen moray 12 year old,"['matur', 'bourbon', 'cask', 'express', 'offer', 'sweet', 'plea', 'nose', 'honey', 'ice', 'sugar', 'toffe', 'bonbon', 'orang', 'peel', 'mediumbodi', 'barley', 'sugar', 'soft', 'oak', 'nectarin', 'lyche', 'vanilla', 'return', 'honey', 'mediumlength', 'finish']",88,single malt scotch,gavin smith,40.0,2017,40,12,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,glen moray cabernet sauvignon cask finish,"['latest', 'addit', 'glen', 'morayâ', 'classic', 'rang', 'age', 'bourbon', 'barrel', 'finish', 'cabernet', 'sauvignon', 'wine', 'cask', 'raspberri', 'cordial', 'promin', 'nose', 'soft', 'toffe', 'marzipan', 'coconut', 'raspberri', 'carri', 'nose', 'palat', 'vanilla', 'ginger', 'ultim', 'dark', 'chocol', 'spici', 'finish', 'berri', 'fruit', 'subtl', 'oak', 'best', 'valu']",88,single malt scotch,gavin smith,30.0,2019,40,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,kilkerran work progress 6 bourbon matured,"['sherri', 'woodmatur', 'sibl', '10', 'year', 'old', 'releas', 'compris', 'bottl', 'distil', 'use', 'lightli', 'peat', 'malt', 'bottl', 'without', 'chill', 'filtrat', 'lemongrass', 'pinch', 'salt', 'wood', 'smoke', 'ginger', 'snap', 'nose', 'tropic', 'fruit', 'soft', 'slightli', 'oili', 'palat', 'slight', 'underpin', 'spici', 'smoke', 'nutti', 'dri', 'mellow', 'spice', 'finish']",88,single malt scotch,gavin smith,60.0,2014,46,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,kilkerran work progress vii â sherry,"['distil', '11', 'year', 'old', 'sherri', 'caskmatur', 'express', 'glengyl', 'campbeltown', 'one', 'two', 'final', 'releas', 'work', 'progress', 'banner', 'bottl', 'releas', 'fragrant', 'wood', 'fire', 'fruiti', 'old', 'leather', 'damp', 'tweed', 'sherri', 'malt', 'autumn', 'berri', 'nose', 'palat', 'oili', 'rich', 'round', 'zesti', 'spice', 'peach', 'syrup', 'sweet', 'smoki', 'spice', 'persist', 'finish', 'long', 'warm', 'chili', 'licoric', 'worn', 'leather']",88,single malt scotch,gavin smith,60.0,2015,46,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,kilkerran 12 year old,"['six', 'âwork', 'progressâ', 'releas', 'kilkerran', 'glengyl', 'distilleri', 'final', 'come', 'age', 'core', 'express', 'compris', '70', 'whiski', 'firstfil', 'bourbon', 'cask', '30', 'sherri', 'cask', 'floral', 'nose', 'honey', 'hint', 'brine', 'peati', 'fruit', 'note', 'develop', 'palat', 'confid', 'oili', 'slightli', 'earthi', 'tin', 'peach', 'black', 'pepper', 'cinnamon', 'smoke', 'suggest', 'medicin', 'chest', 'finish', 'rel', 'long', 'pepper', 'licoric', 'dri', 'oak']",88,single malt scotch,gavin smith,45.0,2016,46,12,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,auchroisk 30 year old special release 2012,"['origin', 'singleton', 'seemingli', 'discard', 'singl', 'malt', 'ride', 'back', 'defiantli', 'bottl', 'start', 'show', 'cherryston', 'thereâ', 'immedi', 'deepen', 'matur', 'note', 'roast', 'chestnut', 'varnish', 'sweet', 'leather', 'alway', 'suffici', 'caramel', 'sweet', 'balanc', 'palat', 'start', 'sweetli', 'grip', 'dissolv', 'drop', 'water', 'also', 'extend', 'otherwis', 'quick', 'fade', 'old', 'ye', 'oak', 'ye', 'layer', 'good']",88,single malt scotch,dave broom,35900.0,2012,54,30,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,convalmore 32 year old diageo special releases 2017,"['distil', 'month', 'distilleri', 'close', 'age', 'refil', 'american', 'oak', 'hogshead', 'whiff', 'earli', 'earthi', 'give', 'way', 'pear', 'drop', 'honey', 'vanilla', 'resin', 'nose', 'pear', 'pineappl', 'caramel', 'vanilla', 'slightli', 'waxi', 'spici', 'palat', 'slowli', 'dri', 'mediumlength', 'finish', 'pepperi', 'licoric', 'hint', 'char', 'bottl']",88,single malt scotch,gavin smith,1400.0,2017,48,32,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
880,speyburn 15 year old,"['mix', 'american', 'spanish', 'oak', 'cask', 'use', 'matur', 'addit', 'core', 'rang', 'big', 'blast', 'orchard', 'tropic', 'fruit', 'character', 'earli', 'nose', 'along', 'honey', 'vanilla', 'toffe', 'palat', 'also', 'major', 'fruit', 'time', 'princip', 'orang', 'plu', 'caramel', 'cinnamon', 'milk', 'chocol', 'lot', 'vanilla', 'finish', 'quit', 'short', 'banana', 'ginger']",88,single malt scotch,gavin smith,65.0,2018,46,15,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
881,singleton glen ord 14 year old,"['age', 'refil', 'american', 'oak', 'barrel', 'bodega', 'european', 'oak', 'butt', 'follow', 'diageo', 'describ', 'âœuniqu', 'matur', 'marri', 'process', 'involv', 'five', 'cask', 'typesâ', 'nose', 'soft', 'sweet', 'present', 'malt', 'ginger', 'milk', 'chocol', 'vanilla', 'orchard', 'fruit', 'surfac', 'time', 'suppl', 'mouth', 'toffe', 'ripe', 'peach', 'gingerbread', 'old', 'leather', 'dark', 'berri', 'char', 'black', 'pepper', 'finish', 'â100']",88,single malt scotch,gavin smith,128.0,2018,57,14,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
882,hazelburn rundlets  kilderkins 10 year old 3rd release,"['bottl', 'tripledistil', 'hazelburn', 'compris', 'spirit', 'produc', 'matur', 'unusu', 'small', 'cask', 'known', 'rundlet', 'kilderkin', 'malt', 'chocol', 'honey', 'figur', 'nose', 'along', 'contrast', 'marin', 'note', 'background', 'unctuou', 'rich', 'palat', 'soft', 'fruit', 'almond', 'brittl', 'toffe', 'lot', 'spice', 'finish', 'lengthi', 'earthi', 'caramel', 'vanilla', 'note', 'ultim', 'supersed', 'oak', 'sea', 'salt', 'â60']",88,single malt scotch,gavin smith,101.0,2014,50,10,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
883,jewels scotland distilled dailuaine,"['robust', 'speysid', 'â', 'tactil', 'cling', 'palat', 'excess', 'oak', 'vanilla', 'dark', 'chocol', 'note', 'along', 'coat', 'yet', 'iron', 'dryish', 'honey', 'note', 'biggest', 'flavor', 'note', 'citru', 'â', 'particularli', 'lemon', 'along', 'tangerin', 'hint', 'pineappl', 'â', 'help', 'cut', 'thick', 'good', 'depth', 'dri', 'spice', 'polish', 'oak', 'wisp', 'smoke', 'finish', 'bottl', 'recent', 'releas', 'u']",88,single malt scotch,john hansell,20000.0,2010,50,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,dailuaine 16 year old flora  fauna,"['day', 'mighti', 'mortlach', 'known', 'quantiti', 'diageoâ', 'two', 'meati', 'sitesâbenrinn', 'dailuaineâremain', 'shadow', 'big', 'boister', 'sherri', 'thereâ', 'le', 'gravybrown', 'element', 'get', 'two', 'dailuain', 'fruit', 'promot', 'alongsid', 'sevil', 'orang', 'treacl', 'inevit', 'raisin', 'date', 'nod', 'px', 'sherri', 'well', 'everi', 'bit', 'good', 'mortlach', 'â43']",88,single malt scotch,dave broom,6500.0,2013,43,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,boutiquey whisky company distilled cragganmore 26 year old,"['lemon', 'lime', 'zest', 'stew', 'fruit', 'drizzl', 'caramel', 'granola', 'butterscotch', 'refin', 'oak', 'tone', 'nose', 'meati', 'cragganmoreâ', 'new', 'make', 'spirit', 'long', 'sinc', 'mellow', 'cask', 'light', 'orang', 'vanilla', 'honey', 'nugget', 'hard', 'sherbet', 'spark', 'tongu', 'second', 'phase', 'open', 'toffe', 'note', 'wood', 'spice', 'flapjack', 'end', 'nougat', 'orang', 'peel', 'batch', '2', '130', 'bottl']",88,single malt scotch,jonny mccormick,220.0,2018,50,26,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
886,douglas laing directorsâ cut distilled rosebank 21 year old cask 10146,"['exampl', 'rosebank', 'distil', 'march', 'year', 'distilleryâ', 'closur', 'bottl', 'decemb', 'cask', 'yield', '141', 'bottl', 'nose', 'light', 'mildli', 'floral', 'ripe', 'pear', 'honey', 'vanilla', 'firm', 'fruiti', 'surprisingli', 'full', 'palat', 'sprinkl', 'white', 'pepper', 'plu', 'summer', 'berri', 'caramel', 'tropic', 'fruit', 'soft', 'spice', 'benign', 'oak', 'finish', 'final', 'flourish', 'licoric', 'â400']",88,single malt scotch,gavin smith,676.0,2014,53,21,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,douglas laing old particular distilled miltonduff 20 year old,"['pale', 'gold', 'lightli', 'floral', 'perfum', 'impress', 'honey', 'warm', 'butter', 'scone', 'open', 'gentl', 'complex', 'grow', 'give', 'sen', 'substanc', 'water', 'reveal', 'hint', 'malt', 'fruit', 'syrup', 'pear', 'blossom', 'palat', 'creami', 'need', 'drop', 'water', 'reveal', 'acidsweet', 'flavor', 'white', 'currant', 'hint', 'marzipan', 'classic', 'exampl', 'light', 'whiskyâand', 'distilleryâwhich', 'could', 'easili', 'overlook', 'donât', 'â74']",88,single malt scotch,dave broom,113.0,2015,51,20,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
